date,state,district,pincode,demo_age_5_17,demo_age_17_,district_norm,district_final
01-09-2025,chhattisgarh,Durg,490001,3,26,durg,durg
01-09-2025,chhattisgarh,Durg,490020,0,11,durg,durg
01-09-2025,chhattisgarh,Korba,495445,8,110,korba,korba
01-09-2025,chhattisgarh,Korba,495678,0,4,korba,korba
01-09-2025,chhattisgarh,Korba,495682,1,3,korba,korba
01-09-2025,chhattisgarh,Raigarh,496107,0,12,raigarh,raigarh
01-09-2025,chhattisgarh,Raigarh,496111,3,9,raigarh,raigarh
01-09-2025,chhattisgarh,Raigarh,496445,4,29,raigarh,raigarh
01-09-2025,chhattisgarh,Raipur,492007,0,8,raipur,raipur
01-09-2025,chhattisgarh,Raipur,492014,1,7,raipur,raipur
01-09-2025,chhattisgarh,Raipur,492099,6,21,raipur,raipur
01-09-2025,chhattisgarh,Raipur,493114,1,23,raipur,raipur
01-09-2025,chhattisgarh,Raipur,493116,0,11,raipur,raipur
01-09-2025,chhattisgarh,Raipur,493195,0,7,raipur,raipur
01-09-2025,chhattisgarh,Raipur,493221,1,48,raipur,raipur
02-09-2025,chhattisgarh,Bilaspur,495006,8,36,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495118,0,46,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495119,3,62,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495449,0,7,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495555,3,8,bilaspur,bilaspur
02-09-2025,chhattisgarh,Bilaspur,495559,0,8,bilaspur,bilaspur
02-09-2025,chhattisgarh,Durg,490001,3,16,durg,durg
02-09-2025,chhattisgarh,Durg,490011,1,17,durg,durg
02-09-2025,chhattisgarh,Durg,491221,2,24,durg,durg
02-09-2025,chhattisgarh,Durg,491332,1,7,durg,durg
02-09-2025,chhattisgarh,Korba,495119,2,21,korba,korba
02-09-2025,chhattisgarh,Korba,495445,5,72,korba,korba
02-09-2025,chhattisgarh,Raigarh,496111,3,9,raigarh,raigarh
02-09-2025,chhattisgarh,Raigarh,496116,4,64,raigarh,raigarh
02-09-2025,chhattisgarh,Raigarh,496440,0,16,raigarh,raigarh
02-09-2025,chhattisgarh,Raigarh,496554,0,23,raigarh,raigarh
02-09-2025,chhattisgarh,Raigarh,496665,3,11,raigarh,raigarh
02-09-2025,chhattisgarh,Raipur,492003,0,2,raipur,raipur
02-09-2025,chhattisgarh,Raipur,492005,1,1,raipur,raipur
02-09-2025,chhattisgarh,Raipur,492008,1,7,raipur,raipur
02-09-2025,chhattisgarh,Raipur,492009,0,25,raipur,raipur
02-09-2025,chhattisgarh,Raipur,493114,1,35,raipur,raipur
02-09-2025,chhattisgarh,Raipur,493116,1,15,raipur,raipur
02-09-2025,chhattisgarh,Raipur,493441,1,29,raipur,raipur
02-09-2025,chhattisgarh,Raipur,493888,0,1,raipur,raipur
03-09-2025,chhattisgarh,Bilaspur,495009,2,6,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495115,0,10,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495220,1,6,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495222,0,5,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495330,3,43,bilaspur,bilaspur
03-09-2025,chhattisgarh,Durg,490011,3,19,durg,durg
03-09-2025,chhattisgarh,Durg,490021,3,12,durg,durg
03-09-2025,chhattisgarh,Durg,490036,2,7,durg,durg
03-09-2025,chhattisgarh,Durg,491001,9,73,durg,durg
03-09-2025,chhattisgarh,Korba,495674,2,61,korba,korba
04-09-2025,chhattisgarh,Bilaspur,495004,5,32,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495117,1,37,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495555,0,4,bilaspur,bilaspur
04-09-2025,chhattisgarh,Durg,490021,0,19,durg,durg
04-09-2025,chhattisgarh,Durg,490024,2,16,durg,durg
04-09-2025,chhattisgarh,Durg,491107,2,20,durg,durg
04-09-2025,chhattisgarh,Durg,491225,0,2,durg,durg
04-09-2025,chhattisgarh,Durg,491226,0,4,durg,durg
04-09-2025,chhattisgarh,Durg,491331,3,9,durg,durg
04-09-2025,chhattisgarh,Durg,491332,2,2,durg,durg
04-09-2025,chhattisgarh,Korba,495445,1,23,korba,korba
04-09-2025,chhattisgarh,Korba,495455,0,3,korba,korba
04-09-2025,chhattisgarh,Korba,495682,0,3,korba,korba
04-09-2025,chhattisgarh,Raigarh,496116,0,114,raigarh,raigarh
04-09-2025,chhattisgarh,Raigarh,496554,0,9,raigarh,raigarh
04-09-2025,chhattisgarh,Raipur,492003,0,2,raipur,raipur
04-09-2025,chhattisgarh,Raipur,492011,0,8,raipur,raipur
04-09-2025,chhattisgarh,Raipur,492014,1,12,raipur,raipur
04-09-2025,chhattisgarh,Raipur,492109,0,5,raipur,raipur
04-09-2025,chhattisgarh,Raipur,493113,0,4,raipur,raipur
04-09-2025,chhattisgarh,Raipur,493116,5,11,raipur,raipur
04-09-2025,chhattisgarh,Raipur,493221,2,37,raipur,raipur
04-09-2025,chhattisgarh,Bilaspur,495115,0,4,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495330,3,26,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495449,1,7,bilaspur,bilaspur
04-09-2025,chhattisgarh,Bilaspur,495559,0,10,bilaspur,bilaspur
04-09-2025,chhattisgarh,Durg,490006,3,20,durg,durg
04-09-2025,chhattisgarh,Durg,490042,1,8,durg,durg
04-09-2025,chhattisgarh,Durg,491111,6,34,durg,durg
04-09-2025,chhattisgarh,Durg,491228,1,14,durg,durg
04-09-2025,chhattisgarh,Korba,495446,2,12,korba,korba
04-09-2025,chhattisgarh,Korba,495452,0,5,korba,korba
04-09-2025,chhattisgarh,Korba,495454,3,13,korba,korba
04-09-2025,chhattisgarh,Raigarh,496100,0,7,raigarh,raigarh
04-09-2025,chhattisgarh,Raigarh,496450,1,16,raigarh,raigarh
04-09-2025,chhattisgarh,Raigarh,496661,6,25,raigarh,raigarh
04-09-2025,chhattisgarh,Raipur,492004,0,9,raipur,raipur
04-09-2025,chhattisgarh,Raipur,492006,2,11,raipur,raipur
04-09-2025,chhattisgarh,Raipur,492007,1,13,raipur,raipur
04-09-2025,chhattisgarh,Raipur,492009,2,14,raipur,raipur
04-09-2025,chhattisgarh,Raipur,492010,1,9,raipur,raipur
04-09-2025,chhattisgarh,Raipur,493445,0,1,raipur,raipur
04-09-2025,chhattisgarh,Raipur,493885,3,21,raipur,raipur
04-09-2025,chhattisgarh,Raipur,493889,0,11,raipur,raipur
03-09-2025,chhattisgarh,Bilaspur,495006,3,22,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495119,2,44,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495224,6,44,bilaspur,bilaspur
03-09-2025,chhattisgarh,Bilaspur,495555,0,4,bilaspur,bilaspur
03-09-2025,chhattisgarh,Durg,490006,2,19,durg,durg
03-09-2025,chhattisgarh,Durg,490009,0,2,durg,durg
03-09-2025,chhattisgarh,Durg,491107,1,18,durg,durg
03-09-2025,chhattisgarh,Durg,491222,0,2,durg,durg
03-09-2025,chhattisgarh,Durg,491225,0,1,durg,durg
03-09-2025,chhattisgarh,Durg,491227,0,1,durg,durg
03-09-2025,chhattisgarh,Korba,495446,0,20,korba,korba
03-09-2025,chhattisgarh,Korba,495453,0,1,korba,korba
03-09-2025,chhattisgarh,Korba,495455,0,2,korba,korba
03-09-2025,chhattisgarh,Korba,495677,1,25,korba,korba
03-09-2025,chhattisgarh,Raigarh,496440,1,18,raigarh,raigarh
03-09-2025,chhattisgarh,Raigarh,496661,2,26,raigarh,raigarh
03-09-2025,chhattisgarh,Raipur,492001,4,80,raipur,raipur
03-09-2025,chhattisgarh,Raipur,492014,0,3,raipur,raipur
03-09-2025,chhattisgarh,Raipur,492109,1,3,raipur,raipur
03-09-2025,chhattisgarh,Raipur,493114,1,29,raipur,raipur
03-09-2025,chhattisgarh,Raipur,493441,3,38,raipur,raipur
03-09-2025,chhattisgarh,Raipur,493890,0,1,raipur,raipur
03-09-2025,chhattisgarh,Raipur,493996,0,4,raipur,raipur
05-09-2025,chhattisgarh,Bilaspur,495004,1,13,bilaspur,bilaspur
05-09-2025,chhattisgarh,Bilaspur,495006,5,15,bilaspur,bilaspur
05-09-2025,chhattisgarh,Bilaspur,495112,0,22,bilaspur,bilaspur
05-09-2025,chhattisgarh,Bilaspur,495115,0,1,bilaspur,bilaspur
05-09-2025,chhattisgarh,Bilaspur,495550,0,15,bilaspur,bilaspur
05-09-2025,chhattisgarh,Durg,490011,0,3,durg,durg
05-09-2025,chhattisgarh,Durg,490026,0,3,durg,durg
05-09-2025,chhattisgarh,Korba,495445,1,21,korba,korba
05-09-2025,chhattisgarh,Korba,495449,2,12,korba,korba
05-09-2025,chhattisgarh,Korba,495671,1,0,korba,korba
05-09-2025,chhattisgarh,Korba,495682,1,1,korba,korba
05-09-2025,chhattisgarh,Raigarh,496107,2,2,raigarh,raigarh
06-09-2025,chhattisgarh,Bilaspur,495113,2,26,bilaspur,bilaspur
06-09-2025,chhattisgarh,Bilaspur,495118,1,26,bilaspur,bilaspur
06-09-2025,chhattisgarh,Bilaspur,495555,2,7,bilaspur,bilaspur
06-09-2025,chhattisgarh,Durg,490021,0,4,durg,durg
06-09-2025,chhattisgarh,Durg,491111,0,12,durg,durg
06-09-2025,chhattisgarh,Durg,491222,1,2,durg,durg
06-09-2025,chhattisgarh,Durg,491226,0,9,durg,durg
06-09-2025,chhattisgarh,Korba,495446,1,41,korba,korba
06-09-2025,chhattisgarh,Korba,495447,2,7,korba,korba
06-09-2025,chhattisgarh,Korba,495450,2,15,korba,korba
06-09-2025,chhattisgarh,Korba,495452,0,3,korba,korba
06-09-2025,chhattisgarh,Korba,495671,0,13,korba,korba
06-09-2025,chhattisgarh,Raigarh,496100,0,4,raigarh,raigarh
06-09-2025,chhattisgarh,Raigarh,496115,2,32,raigarh,raigarh
06-09-2025,chhattisgarh,Raigarh,496445,4,29,raigarh,raigarh
06-09-2025,chhattisgarh,Raipur,492001,5,62,raipur,raipur
06-09-2025,chhattisgarh,Raipur,492007,1,1,raipur,raipur
06-09-2025,chhattisgarh,Raipur,492099,1,13,raipur,raipur
06-09-2025,chhattisgarh,Raipur,493111,2,9,raipur,raipur
05-09-2025,chhattisgarh,Raigarh,496118,0,3,raigarh,raigarh
05-09-2025,chhattisgarh,Raigarh,496220,0,1,raigarh,raigarh
05-09-2025,chhattisgarh,Raigarh,496450,0,2,raigarh,raigarh
08-09-2025,chhattisgarh,Bilaspur,495112,0,20,bilaspur,bilaspur
08-09-2025,chhattisgarh,Bilaspur,495115,0,12,bilaspur,bilaspur
08-09-2025,chhattisgarh,Bilaspur,495117,2,125,bilaspur,bilaspur
08-09-2025,chhattisgarh,Bilaspur,495330,2,48,bilaspur,bilaspur
08-09-2025,chhattisgarh,Bilaspur,495442,3,37,bilaspur,bilaspur
08-09-2025,chhattisgarh,Bilaspur,495550,1,34,bilaspur,bilaspur
08-09-2025,chhattisgarh,Bilaspur,495663,1,1,bilaspur,bilaspur
08-09-2025,chhattisgarh,Durg,490006,6,17,durg,durg
08-09-2025,chhattisgarh,Durg,490020,0,7,durg,durg
08-09-2025,chhattisgarh,Durg,490021,1,15,durg,durg
08-09-2025,chhattisgarh,Durg,490042,0,11,durg,durg
08-09-2025,chhattisgarh,Durg,491227,0,1,durg,durg
08-09-2025,chhattisgarh,Korba,495447,2,3,korba,korba
08-09-2025,chhattisgarh,Korba,495453,0,3,korba,korba
08-09-2025,chhattisgarh,Korba,495674,4,54,korba,korba
08-09-2025,chhattisgarh,Korba,495678,0,6,korba,korba
08-09-2025,chhattisgarh,Korba,495682,0,9,korba,korba
08-09-2025,chhattisgarh,Raigarh,496001,8,59,raigarh,raigarh
08-09-2025,chhattisgarh,Raigarh,496100,0,8,raigarh,raigarh
08-09-2025,chhattisgarh,Raigarh,496111,1,43,raigarh,raigarh
08-09-2025,chhattisgarh,Raigarh,496115,2,34,raigarh,raigarh
08-09-2025,chhattisgarh,Raigarh,496118,0,93,raigarh,raigarh
08-09-2025,chhattisgarh,Raigarh,496440,0,15,raigarh,raigarh
08-09-2025,chhattisgarh,Raigarh,496661,1,29,raigarh,raigarh
08-09-2025,chhattisgarh,Raipur,492009,2,10,raipur,raipur
08-09-2025,chhattisgarh,Raipur,492013,2,17,raipur,raipur
08-09-2025,chhattisgarh,Raipur,493111,1,9,raipur,raipur
08-09-2025,chhattisgarh,Raipur,493113,0,1,raipur,raipur
08-09-2025,chhattisgarh,Raipur,493225,1,75,raipur,raipur
08-09-2025,chhattisgarh,Raipur,493885,1,14,raipur,raipur
07-09-2025,chhattisgarh,Bilaspur,495117,1,13,bilaspur,bilaspur
07-09-2025,chhattisgarh,Bilaspur,495224,0,1,bilaspur,bilaspur
07-09-2025,chhattisgarh,Durg,490001,0,1,durg,durg
07-09-2025,chhattisgarh,Korba,495119,0,4,korba,korba
07-09-2025,chhattisgarh,Raigarh,496001,0,4,raigarh,raigarh
07-09-2025,chhattisgarh,Raigarh,496115,0,1,raigarh,raigarh
07-09-2025,chhattisgarh,Raipur,492015,0,4,raipur,raipur
07-09-2025,chhattisgarh,Raipur,492101,0,2,raipur,raipur
07-09-2025,chhattisgarh,Raipur,493221,1,6,raipur,raipur
07-09-2025,chhattisgarh,Raipur,493445,0,1,raipur,raipur
09-09-2025,chhattisgarh,Bilaspur,495006,0,27,bilaspur,bilaspur
09-09-2025,chhattisgarh,Bilaspur,495116,1,24,bilaspur,bilaspur
09-09-2025,chhattisgarh,Durg,490026,3,17,durg,durg
09-09-2025,chhattisgarh,Durg,491221,5,30,durg,durg
09-09-2025,chhattisgarh,Korba,495119,2,23,korba,korba
09-09-2025,chhattisgarh,Korba,495445,11,86,korba,korba
09-09-2025,chhattisgarh,Raigarh,496554,0,16,raigarh,raigarh
09-09-2025,chhattisgarh,Raigarh,496661,2,42,raigarh,raigarh
09-09-2025,chhattisgarh,Raipur,492008,0,6,raipur,raipur
09-09-2025,chhattisgarh,Raipur,492009,2,14,raipur,raipur
09-09-2025,chhattisgarh,Raipur,492012,3,6,raipur,raipur
09-09-2025,chhattisgarh,Raipur,492015,4,28,raipur,raipur
09-09-2025,chhattisgarh,Raipur,493116,0,11,raipur,raipur
09-09-2025,chhattisgarh,Raipur,493221,5,46,raipur,raipur
09-09-2025,chhattisgarh,Raipur,493441,3,38,raipur,raipur
10-09-2025,chhattisgarh,Bilaspur,495004,4,38,bilaspur,bilaspur
10-09-2025,chhattisgarh,Bilaspur,495118,0,77,bilaspur,bilaspur
10-09-2025,chhattisgarh,Bilaspur,495449,0,8,bilaspur,bilaspur
10-09-2025,chhattisgarh,Bilaspur,495550,0,33,bilaspur,bilaspur
10-09-2025,chhattisgarh,Bilaspur,495559,0,17,bilaspur,bilaspur
10-09-2025,chhattisgarh,Durg,490023,14,32,durg,durg
10-09-2025,chhattisgarh,Durg,490026,1,10,durg,durg
10-09-2025,chhattisgarh,Durg,491223,2,19,durg,durg
10-09-2025,chhattisgarh,Durg,491225,0,4,durg,durg
10-09-2025,chhattisgarh,Durg,491228,0,35,durg,durg
10-09-2025,chhattisgarh,Korba,495119,1,31,korba,korba
10-09-2025,chhattisgarh,Korba,495453,0,4,korba,korba
10-09-2025,chhattisgarh,Korba,495455,0,5,korba,korba
10-09-2025,chhattisgarh,Korba,495678,0,6,korba,korba
10-09-2025,chhattisgarh,Raigarh,496111,1,24,raigarh,raigarh
10-09-2025,chhattisgarh,Raigarh,496118,4,56,raigarh,raigarh
10-09-2025,chhattisgarh,Raigarh,496440,1,16,raigarh,raigarh
10-09-2025,chhattisgarh,Raigarh,496551,2,48,raigarh,raigarh
10-09-2025,chhattisgarh,Raipur,492004,2,11,raipur,raipur
10-09-2025,chhattisgarh,Raipur,492005,0,1,raipur,raipur
10-09-2025,chhattisgarh,Raipur,493195,0,12,raipur,raipur
10-09-2025,chhattisgarh,Raipur,493885,1,13,raipur,raipur
14-09-2025,chhattisgarh,Bilaspur,495006,0,5,bilaspur,bilaspur
14-09-2025,chhattisgarh,Bilaspur,495113,0,5,bilaspur,bilaspur
14-09-2025,chhattisgarh,Bilaspur,495117,1,27,bilaspur,bilaspur
14-09-2025,chhattisgarh,Durg,490001,1,5,durg,durg
14-09-2025,chhattisgarh,Durg,490020,0,1,durg,durg
14-09-2025,chhattisgarh,Durg,490025,0,4,durg,durg
14-09-2025,chhattisgarh,Korba,495445,2,11,korba,korba
14-09-2025,chhattisgarh,Korba,495449,0,4,korba,korba
14-09-2025,chhattisgarh,Korba,495455,0,1,korba,korba
14-09-2025,chhattisgarh,Korba,495678,1,2,korba,korba
14-09-2025,chhattisgarh,Raigarh,496450,0,2,raigarh,raigarh
14-09-2025,chhattisgarh,Raipur,492009,0,5,raipur,raipur
14-09-2025,chhattisgarh,Raipur,492013,0,6,raipur,raipur
14-09-2025,chhattisgarh,Raipur,492014,1,7,raipur,raipur
14-09-2025,chhattisgarh,Raipur,492101,0,6,raipur,raipur
14-09-2025,chhattisgarh,Raipur,493111,0,4,raipur,raipur
15-09-2025,chhattisgarh,Bilaspur,495113,1,22,bilaspur,bilaspur
15-09-2025,chhattisgarh,Bilaspur,495119,1,29,bilaspur,bilaspur
15-09-2025,chhattisgarh,Bilaspur,495330,5,12,bilaspur,bilaspur
15-09-2025,chhattisgarh,Bilaspur,495442,1,15,bilaspur,bilaspur
15-09-2025,chhattisgarh,Durg,490024,8,19,durg,durg
15-09-2025,chhattisgarh,Durg,491335,0,1,durg,durg
15-09-2025,chhattisgarh,Durg,491340,0,1,durg,durg
15-09-2025,chhattisgarh,Korba,495445,4,36,korba,korba
15-09-2025,chhattisgarh,Korba,495446,3,10,korba,korba
15-09-2025,chhattisgarh,Korba,495449,5,11,korba,korba
15-09-2025,chhattisgarh,Raigarh,496118,3,83,raigarh,raigarh
15-09-2025,chhattisgarh,Raigarh,496661,2,26,raigarh,raigarh
15-09-2025,chhattisgarh,Raipur,492001,14,80,raipur,raipur
15-09-2025,chhattisgarh,Raipur,492010,0,1,raipur,raipur
15-09-2025,chhattisgarh,Raipur,492109,0,3,raipur,raipur
15-09-2025,chhattisgarh,Raipur,493890,0,1,raipur,raipur
16-09-2025,chhattisgarh,Bilaspur,495001,12,111,bilaspur,bilaspur
16-09-2025,chhattisgarh,Bilaspur,495006,4,28,bilaspur,bilaspur
16-09-2025,chhattisgarh,Bilaspur,495116,0,46,bilaspur,bilaspur
16-09-2025,chhattisgarh,Bilaspur,495330,4,43,bilaspur,bilaspur
16-09-2025,chhattisgarh,Bilaspur,495334,0,1,bilaspur,bilaspur
16-09-2025,chhattisgarh,Bilaspur,495663,1,3,bilaspur,bilaspur
16-09-2025,chhattisgarh,Durg,490006,9,19,durg,durg
16-09-2025,chhattisgarh,Durg,490021,2,11,durg,durg
16-09-2025,chhattisgarh,Durg,490024,5,28,durg,durg
16-09-2025,chhattisgarh,Durg,490025,2,10,durg,durg
16-09-2025,chhattisgarh,Durg,491001,15,94,durg,durg
16-09-2025,chhattisgarh,Durg,491223,9,11,durg,durg
16-09-2025,chhattisgarh,Durg,491225,1,6,durg,durg
16-09-2025,chhattisgarh,Durg,491228,1,41,durg,durg
16-09-2025,chhattisgarh,Durg,491332,3,10,durg,durg
16-09-2025,chhattisgarh,Korba,495446,0,24,korba,korba
16-09-2025,chhattisgarh,Korba,495450,1,16,korba,korba
16-09-2025,chhattisgarh,Korba,495455,0,4,korba,korba
16-09-2025,chhattisgarh,Korba,495674,8,60,korba,korba
16-09-2025,chhattisgarh,Raigarh,496113,2,104,raigarh,raigarh
16-09-2025,chhattisgarh,Raigarh,496220,0,1,raigarh,raigarh
16-09-2025,chhattisgarh,Raigarh,496450,0,60,raigarh,raigarh
16-09-2025,chhattisgarh,Raigarh,496661,0,27,raigarh,raigarh
16-09-2025,chhattisgarh,Raipur,492003,0,1,raipur,raipur
16-09-2025,chhattisgarh,Raipur,492007,0,6,raipur,raipur
16-09-2025,chhattisgarh,Raipur,492013,2,17,raipur,raipur
16-09-2025,chhattisgarh,Raipur,492014,1,4,raipur,raipur
16-09-2025,chhattisgarh,Raipur,493114,2,34,raipur,raipur
16-09-2025,chhattisgarh,Raipur,493221,4,24,raipur,raipur
16-09-2025,chhattisgarh,Raipur,493661,1,36,raipur,raipur
16-09-2025,chhattisgarh,Raipur,493881,0,8,raipur,raipur
16-09-2025,chhattisgarh,Korba,495442,1,0,korba,korba
16-09-2025,chhattisgarh,Korba,495447,1,13,korba,korba
16-09-2025,chhattisgarh,Korba,495453,0,10,korba,korba
16-09-2025,chhattisgarh,Raigarh,496111,2,16,raigarh,raigarh
16-09-2025,chhattisgarh,Raigarh,496115,0,49,raigarh,raigarh
16-09-2025,chhattisgarh,Raipur,492006,0,9,raipur,raipur
16-09-2025,chhattisgarh,Raipur,492010,0,5,raipur,raipur
16-09-2025,chhattisgarh,Raipur,492015,4,13,raipur,raipur
16-09-2025,chhattisgarh,Raipur,492101,4,18,raipur,raipur
16-09-2025,chhattisgarh,Raipur,492109,0,1,raipur,raipur
16-09-2025,chhattisgarh,Raipur,493111,0,10,raipur,raipur
16-09-2025,chhattisgarh,Raipur,493195,0,3,raipur,raipur
18-09-2025,chhattisgarh,Bilaspur,495112,0,18,bilaspur,bilaspur
18-09-2025,chhattisgarh,Bilaspur,495117,1,49,bilaspur,bilaspur
18-09-2025,chhattisgarh,Bilaspur,495449,1,15,bilaspur,bilaspur
18-09-2025,chhattisgarh,Durg,490009,0,3,durg,durg
18-09-2025,chhattisgarh,Durg,490020,0,5,durg,durg
18-09-2025,chhattisgarh,Durg,490023,3,23,durg,durg
18-09-2025,chhattisgarh,Durg,490026,1,7,durg,durg
18-09-2025,chhattisgarh,Durg,490042,1,12,durg,durg
18-09-2025,chhattisgarh,Durg,491111,7,80,durg,durg
18-09-2025,chhattisgarh,Durg,491223,1,7,durg,durg
18-09-2025,chhattisgarh,Durg,491332,1,11,durg,durg
18-09-2025,chhattisgarh,Korba,495684,0,14,korba,korba
18-09-2025,chhattisgarh,Raigarh,496665,0,16,raigarh,raigarh
18-09-2025,chhattisgarh,Raipur,492003,1,4,raipur,raipur
18-09-2025,chhattisgarh,Raipur,492005,0,1,raipur,raipur
18-09-2025,chhattisgarh,Raipur,492009,2,19,raipur,raipur
18-09-2025,chhattisgarh,Raipur,492013,1,27,raipur,raipur
18-09-2025,chhattisgarh,Raipur,492101,3,20,raipur,raipur
18-09-2025,chhattisgarh,Raipur,493441,5,49,raipur,raipur
18-09-2025,chhattisgarh,Raipur,493881,0,2,raipur,raipur
19-09-2025,chhattisgarh,Bilaspur,495113,0,29,bilaspur,bilaspur
19-09-2025,chhattisgarh,Bilaspur,495116,0,62,bilaspur,bilaspur
19-09-2025,chhattisgarh,Bilaspur,495442,1,31,bilaspur,bilaspur
19-09-2025,chhattisgarh,Durg,490006,2,15,durg,durg
19-09-2025,chhattisgarh,Durg,490023,4,18,durg,durg
19-09-2025,chhattisgarh,Durg,490026,0,7,durg,durg
19-09-2025,chhattisgarh,Durg,490042,4,8,durg,durg
19-09-2025,chhattisgarh,Durg,491001,16,129,durg,durg
19-09-2025,chhattisgarh,Durg,491221,3,17,durg,durg
19-09-2025,chhattisgarh,Durg,491337,0,1,durg,durg
19-09-2025,chhattisgarh,Korba,495442,0,5,korba,korba
19-09-2025,chhattisgarh,Korba,495447,0,14,korba,korba
19-09-2025,chhattisgarh,Korba,495450,1,8,korba,korba
19-09-2025,chhattisgarh,Korba,495671,0,16,korba,korba
19-09-2025,chhattisgarh,Korba,495683,0,7,korba,korba
19-09-2025,chhattisgarh,Raigarh,496113,0,35,raigarh,raigarh
19-09-2025,chhattisgarh,Raigarh,496116,0,31,raigarh,raigarh
19-09-2025,chhattisgarh,Raigarh,496220,0,2,raigarh,raigarh
19-09-2025,chhattisgarh,Raigarh,496551,0,35,raigarh,raigarh
19-09-2025,chhattisgarh,Raigarh,496665,0,7,raigarh,raigarh
19-09-2025,chhattisgarh,Raipur,492002,0,2,raipur,raipur
19-09-2025,chhattisgarh,Raipur,492003,0,3,raipur,raipur
19-09-2025,chhattisgarh,Raipur,492005,2,1,raipur,raipur
19-09-2025,chhattisgarh,Raipur,492006,0,7,raipur,raipur
19-09-2025,chhattisgarh,Raipur,492008,1,4,raipur,raipur
19-09-2025,chhattisgarh,Raipur,492011,1,1,raipur,raipur
19-09-2025,chhattisgarh,Raipur,492014,0,10,raipur,raipur
19-09-2025,chhattisgarh,Raipur,492015,4,20,raipur,raipur
19-09-2025,chhattisgarh,Raipur,493114,2,19,raipur,raipur
19-09-2025,chhattisgarh,Raipur,493888,0,1,raipur,raipur
13-10-2025,chhattisgarh,Bilaspur,495116,0,4,bilaspur,bilaspur
13-10-2025,chhattisgarh,Bilaspur,495118,0,33,bilaspur,bilaspur
13-10-2025,chhattisgarh,Durg,490025,0,11,durg,durg
13-10-2025,chhattisgarh,Durg,490026,0,3,durg,durg
13-10-2025,chhattisgarh,Durg,491107,0,21,durg,durg
13-10-2025,chhattisgarh,Durg,491222,0,1,durg,durg
13-10-2025,chhattisgarh,Korba,495446,2,16,korba,korba
13-10-2025,chhattisgarh,Korba,495452,0,3,korba,korba
13-10-2025,chhattisgarh,Korba,495454,0,5,korba,korba
13-10-2025,chhattisgarh,Korba,495678,0,2,korba,korba
13-10-2025,chhattisgarh,Korba,495683,0,8,korba,korba
13-10-2025,chhattisgarh,Raigarh,496113,1,19,raigarh,raigarh
13-10-2025,chhattisgarh,Raigarh,496115,0,9,raigarh,raigarh
13-10-2025,chhattisgarh,Raigarh,496440,0,8,raigarh,raigarh
13-10-2025,chhattisgarh,Raigarh,496665,2,18,raigarh,raigarh
13-10-2025,chhattisgarh,Raipur,492007,1,3,raipur,raipur
13-10-2025,chhattisgarh,Raipur,492013,0,4,raipur,raipur
13-10-2025,chhattisgarh,Raipur,492099,0,17,raipur,raipur
13-10-2025,chhattisgarh,Raipur,492109,0,1,raipur,raipur
13-10-2025,chhattisgarh,Raipur,493331,0,1,raipur,raipur
13-10-2025,chhattisgarh,Raipur,493881,0,3,raipur,raipur
13-10-2025,chhattisgarh,Raipur,493889,0,4,raipur,raipur
20-09-2025,chhattisgarh,Bilaspur,495113,7,23,bilaspur,bilaspur
20-09-2025,chhattisgarh,Bilaspur,495118,4,26,bilaspur,bilaspur
20-09-2025,chhattisgarh,Bilaspur,495222,0,3,bilaspur,bilaspur
20-09-2025,chhattisgarh,Bilaspur,495550,1,26,bilaspur,bilaspur
20-09-2025,chhattisgarh,Bilaspur,495551,5,61,bilaspur,bilaspur
20-09-2025,chhattisgarh,Bilaspur,495663,1,2,bilaspur,bilaspur
20-09-2025,chhattisgarh,Durg,490011,1,21,durg,durg
20-09-2025,chhattisgarh,Durg,491107,1,24,durg,durg
20-09-2025,chhattisgarh,Durg,491222,0,1,durg,durg
20-09-2025,chhattisgarh,Durg,491223,2,5,durg,durg
20-09-2025,chhattisgarh,Durg,491228,0,10,durg,durg
20-09-2025,chhattisgarh,Korba,495447,2,9,korba,korba
20-09-2025,chhattisgarh,Korba,495677,1,6,korba,korba
20-09-2025,chhattisgarh,Korba,495683,1,8,korba,korba
20-09-2025,chhattisgarh,Raigarh,496113,2,46,raigarh,raigarh
20-09-2025,chhattisgarh,Raigarh,496116,1,46,raigarh,raigarh
20-09-2025,chhattisgarh,Raigarh,496445,0,34,raigarh,raigarh
20-09-2025,chhattisgarh,Raipur,493111,0,10,raipur,raipur
20-09-2025,chhattisgarh,Raipur,493114,1,14,raipur,raipur
