date,state,district,pincode,age_0_5,age_5_17,age_18_greater,district_norm,district_final
19-09-2025,uttar pradesh,Allahabad,211008,6,1,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,211012,1,2,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,212104,2,0,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,212306,4,1,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,212502,2,1,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Gorakhpur,273012,1,0,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Gorakhpur,273013,1,1,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Gorakhpur,273212,5,10,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Gorakhpur,273213,1,2,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Gorakhpur,273401,4,0,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Gorakhpur,273409,1,2,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Kanpur Nagar,208004,3,0,0,kanpur nagar,kanpur nagar
19-09-2025,uttar pradesh,Kanpur Nagar,208006,1,0,0,kanpur nagar,kanpur nagar
19-09-2025,uttar pradesh,Kanpur Nagar,208020,5,4,0,kanpur nagar,kanpur nagar
19-09-2025,uttar pradesh,Kanpur Nagar,209308,18,2,0,kanpur nagar,kanpur nagar
19-09-2025,uttar pradesh,Lucknow,226002,4,4,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226006,1,1,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226010,5,2,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226011,3,2,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226012,0,1,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226014,2,0,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226016,4,2,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226017,3,5,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226018,1,1,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226022,1,2,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226023,3,3,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226024,1,0,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226025,0,1,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226029,0,1,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226101,6,3,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,227125,2,0,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,227309,5,2,0,lucknow,lucknow
19-09-2025,uttar pradesh,Prayagraj,211001,1,1,0,prayagraj,prayagraj
19-09-2025,uttar pradesh,Prayagraj,211002,1,0,0,prayagraj,prayagraj
19-09-2025,uttar pradesh,Prayagraj,228411,1,0,0,prayagraj,prayagraj
19-09-2025,uttar pradesh,Prayagraj,229412,2,0,0,prayagraj,prayagraj
19-09-2025,uttar pradesh,Varanasi,221011,5,0,0,varanasi,varanasi
19-09-2025,uttar pradesh,Varanasi,221204,3,1,0,varanasi,varanasi
19-09-2025,uttar pradesh,Varanasi,221206,2,2,0,varanasi,varanasi
19-09-2025,uttar pradesh,Varanasi,221207,0,2,0,varanasi,varanasi
19-09-2025,uttar pradesh,Varanasi,221307,2,7,0,varanasi,varanasi
19-09-2025,uttar pradesh,Prayagraj,211003,2,1,0,prayagraj,prayagraj
19-09-2025,uttar pradesh,Prayagraj,211004,1,1,0,prayagraj,prayagraj
19-09-2025,uttar pradesh,Prayagraj,211006,0,1,0,prayagraj,prayagraj
19-09-2025,uttar pradesh,Prayagraj,211011,0,1,0,prayagraj,prayagraj
19-09-2025,uttar pradesh,Prayagraj,211012,0,1,0,prayagraj,prayagraj
19-09-2025,uttar pradesh,Prayagraj,211013,2,0,0,prayagraj,prayagraj
19-09-2025,uttar pradesh,Prayagraj,221502,0,1,0,prayagraj,prayagraj
19-09-2025,uttar pradesh,Varanasi,221002,11,6,0,varanasi,varanasi
19-09-2025,uttar pradesh,Varanasi,221003,1,11,0,varanasi,varanasi
19-09-2025,uttar pradesh,Varanasi,221208,4,2,0,varanasi,varanasi
19-09-2025,uttar pradesh,Varanasi,221311,1,3,0,varanasi,varanasi
19-09-2025,uttar pradesh,Varanasi,221405,0,5,0,varanasi,varanasi
19-09-2025,uttar pradesh,Allahabad,211004,1,3,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,211010,0,1,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,211016,2,2,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,212202,0,2,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,212301,2,4,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,212307,0,2,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,212402,7,2,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,212405,3,2,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,221503,6,0,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,221508,3,1,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,228411,1,0,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,229412,2,3,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Gorakhpur,273004,0,1,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Gorakhpur,273014,1,2,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Gorakhpur,273016,3,4,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Gorakhpur,273165,0,2,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Gorakhpur,273402,1,6,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Gorakhpur,273404,1,1,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Gorakhpur,273411,0,4,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Gorakhpur,273413,1,4,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Kanpur Nagar,208013,0,2,0,kanpur nagar,kanpur nagar
19-09-2025,uttar pradesh,Kanpur Nagar,208017,6,3,0,kanpur nagar,kanpur nagar
19-09-2025,uttar pradesh,Kanpur Nagar,208024,1,0,0,kanpur nagar,kanpur nagar
19-09-2025,uttar pradesh,Kanpur Nagar,209121,0,1,0,kanpur nagar,kanpur nagar
19-09-2025,uttar pradesh,Kanpur Nagar,209208,0,1,0,kanpur nagar,kanpur nagar
19-09-2025,uttar pradesh,Kanpur Nagar,209209,3,6,0,kanpur nagar,kanpur nagar
19-09-2025,uttar pradesh,Kanpur Nagar,209402,5,1,0,kanpur nagar,kanpur nagar
19-09-2025,uttar pradesh,Lucknow,226003,15,4,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226013,1,1,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226026,0,1,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226201,1,0,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,227115,15,8,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,227116,6,1,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,227305,9,4,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,227308,7,1,0,lucknow,lucknow
19-09-2025,uttar pradesh,Allahabad,212109,3,2,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,212208,5,2,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,212303,6,1,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,212507,6,3,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,221507,2,2,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Allahabad,229413,2,0,0,allahabad,prayagraj
19-09-2025,uttar pradesh,Gorakhpur,273008,0,1,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Gorakhpur,273152,1,1,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Gorakhpur,273158,2,3,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Gorakhpur,273202,3,2,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Gorakhpur,273306,0,1,0,gorakhpur,gorakhpur
19-09-2025,uttar pradesh,Kanpur Nagar,208011,1,2,0,kanpur nagar,kanpur nagar
19-09-2025,uttar pradesh,Kanpur Nagar,208012,0,2,0,kanpur nagar,kanpur nagar
19-09-2025,uttar pradesh,Kanpur Nagar,208023,2,0,0,kanpur nagar,kanpur nagar
19-09-2025,uttar pradesh,Kanpur Nagar,209210,5,1,0,kanpur nagar,kanpur nagar
19-09-2025,uttar pradesh,Lucknow,226004,2,4,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226015,2,1,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226031,0,1,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226301,2,0,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,226501,1,0,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,227101,1,2,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,227107,7,0,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,227111,1,1,0,lucknow,lucknow
19-09-2025,uttar pradesh,Lucknow,227202,3,2,0,lucknow,lucknow
19-09-2025,uttar pradesh,Prayagraj,212104,1,0,0,prayagraj,prayagraj
19-09-2025,uttar pradesh,Prayagraj,212302,1,0,0,prayagraj,prayagraj
19-09-2025,uttar pradesh,Prayagraj,212405,1,0,0,prayagraj,prayagraj
19-09-2025,uttar pradesh,Prayagraj,212507,1,0,0,prayagraj,prayagraj
19-09-2025,uttar pradesh,Varanasi,221001,10,19,0,varanasi,varanasi
19-09-2025,uttar pradesh,Varanasi,221101,4,17,0,varanasi,varanasi
19-09-2025,uttar pradesh,Varanasi,221103,0,1,0,varanasi,varanasi
19-09-2025,uttar pradesh,Varanasi,221104,3,8,0,varanasi,varanasi
19-09-2025,uttar pradesh,Varanasi,221105,1,8,0,varanasi,varanasi
19-09-2025,uttar pradesh,Varanasi,221106,4,1,0,varanasi,varanasi
19-09-2025,uttar pradesh,Varanasi,221108,1,3,0,varanasi,varanasi
19-09-2025,uttar pradesh,Varanasi,221202,3,5,0,varanasi,varanasi
19-09-2025,uttar pradesh,Varanasi,221302,2,1,1,varanasi,varanasi
20-09-2025,uttar pradesh,Allahabad,211003,2,5,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,211004,2,2,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,211008,5,3,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,211013,2,4,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,212104,2,0,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,212307,0,1,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,212402,2,9,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Gorakhpur,273003,1,1,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273016,1,2,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273209,1,9,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273212,3,8,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273306,3,4,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273402,2,4,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273408,1,1,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Kanpur Nagar,208007,3,4,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,208010,3,0,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,208020,4,5,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,209203,0,1,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,209206,3,10,2,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,209210,1,0,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,209402,1,3,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Lucknow,226009,1,0,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226010,3,3,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226011,2,2,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226018,4,0,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226021,9,8,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226401,0,2,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,227107,3,0,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,227111,5,7,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,227116,1,2,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,227125,1,1,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,227309,5,0,0,lucknow,lucknow
20-09-2025,uttar pradesh,Varanasi,221001,10,9,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221003,3,2,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221008,2,5,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221011,4,5,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221107,3,9,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221207,1,2,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221305,1,0,0,varanasi,varanasi
20-09-2025,uttar pradesh,Allahabad,211001,1,4,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,211002,3,2,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,211007,0,1,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,212305,4,0,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,212405,0,4,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,212502,3,2,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,212503,2,3,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,221507,2,4,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,228411,1,0,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,229413,1,0,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Gorakhpur,273001,5,13,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273004,1,2,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273005,1,3,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273010,1,0,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273012,0,1,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273411,1,2,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Kanpur Nagar,208002,3,5,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,208004,3,3,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,208005,0,1,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,208012,1,3,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,208014,2,2,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Lucknow,226003,11,9,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226006,0,2,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226008,4,5,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226012,5,1,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226017,7,4,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226031,1,2,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,227305,8,1,0,lucknow,lucknow
20-09-2025,uttar pradesh,Prayagraj,211012,0,1,0,prayagraj,prayagraj
20-09-2025,uttar pradesh,Varanasi,221004,1,1,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221006,1,1,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221103,0,2,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221106,2,0,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221116,0,1,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221201,0,2,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221311,1,4,0,varanasi,varanasi
20-09-2025,uttar pradesh,Allahabad,211006,1,5,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,212301,2,4,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,212306,2,0,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,212404,1,1,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,221505,1,0,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,221508,2,5,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Gorakhpur,273002,0,5,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273006,1,1,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273008,2,1,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273165,2,9,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Kanpur Nagar,208001,20,16,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,208006,2,1,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,208011,4,4,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,208026,0,1,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,209305,1,2,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,209311,2,1,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,209401,4,7,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Lucknow,226001,0,2,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226024,2,2,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226025,2,1,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226026,0,1,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,227101,1,2,0,lucknow,lucknow
20-09-2025,uttar pradesh,Prayagraj,211008,0,1,0,prayagraj,prayagraj
20-09-2025,uttar pradesh,Prayagraj,211011,1,0,0,prayagraj,prayagraj
20-09-2025,uttar pradesh,Prayagraj,212507,2,1,0,prayagraj,prayagraj
20-09-2025,uttar pradesh,Varanasi,221005,3,6,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221007,6,5,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221010,3,6,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221112,2,1,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221202,0,5,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221208,0,1,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221403,1,3,0,varanasi,varanasi
20-09-2025,uttar pradesh,Allahabad,211011,1,1,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,211012,3,2,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,212208,1,0,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,212302,0,1,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,229412,3,0,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Gorakhpur,273152,1,2,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273155,0,2,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273158,2,6,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273211,1,3,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273213,1,1,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273401,2,4,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273403,6,2,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273407,2,1,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273412,1,9,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Kanpur Nagar,208013,2,1,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,208016,1,2,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,208017,3,2,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,208027,8,3,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,209202,3,1,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,209308,0,6,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Lucknow,226004,5,1,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226016,6,3,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226020,7,2,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226022,1,8,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226023,0,1,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226028,3,7,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226101,2,1,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226203,1,0,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226301,1,0,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,227105,3,2,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,227202,3,0,0,lucknow,lucknow
20-09-2025,uttar pradesh,Prayagraj,211004,0,1,0,prayagraj,prayagraj
20-09-2025,uttar pradesh,Prayagraj,211016,0,1,0,prayagraj,prayagraj
20-09-2025,uttar pradesh,Prayagraj,212305,1,0,0,prayagraj,prayagraj
20-09-2025,uttar pradesh,Varanasi,221101,4,2,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221108,3,2,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221204,1,4,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221302,0,5,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221307,2,4,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221405,1,5,0,varanasi,varanasi
20-09-2025,uttar pradesh,Allahabad,211016,1,1,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,211019,2,3,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,212106,0,1,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,212107,1,1,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,212108,1,0,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,212109,4,2,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,212303,5,0,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,212401,4,2,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,221502,2,3,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Allahabad,221503,3,0,0,allahabad,prayagraj
20-09-2025,uttar pradesh,Gorakhpur,273007,0,1,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273013,3,1,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273014,0,4,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273015,3,5,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273201,1,6,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273202,4,3,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273404,0,3,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273406,1,3,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Gorakhpur,273413,3,5,0,gorakhpur,gorakhpur
20-09-2025,uttar pradesh,Kanpur Nagar,208019,2,2,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,208021,6,6,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,208022,4,3,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,208023,4,0,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,208025,3,0,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,209209,1,4,1,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,209214,0,1,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,209217,3,2,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Kanpur Nagar,209304,1,3,0,kanpur nagar,kanpur nagar
20-09-2025,uttar pradesh,Lucknow,226002,1,4,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226005,4,2,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226019,1,0,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,226029,2,1,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,227115,2,5,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,227205,3,2,0,lucknow,lucknow
20-09-2025,uttar pradesh,Lucknow,227308,2,7,0,lucknow,lucknow
20-09-2025,uttar pradesh,Prayagraj,211001,1,1,0,prayagraj,prayagraj
20-09-2025,uttar pradesh,Prayagraj,212301,1,0,0,prayagraj,prayagraj
20-09-2025,uttar pradesh,Prayagraj,212502,0,2,0,prayagraj,prayagraj
20-09-2025,uttar pradesh,Varanasi,221002,6,8,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221104,3,9,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221105,3,4,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221109,0,1,0,varanasi,varanasi
20-09-2025,uttar pradesh,Varanasi,221206,1,0,0,varanasi,varanasi
21-09-2025,uttar pradesh,Allahabad,211001,0,2,0,allahabad,prayagraj
21-09-2025,uttar pradesh,Allahabad,211003,1,1,0,allahabad,prayagraj
21-09-2025,uttar pradesh,Allahabad,212301,1,0,0,allahabad,prayagraj
21-09-2025,uttar pradesh,Allahabad,212303,0,1,0,allahabad,prayagraj
21-09-2025,uttar pradesh,Allahabad,212507,1,0,0,allahabad,prayagraj
21-09-2025,uttar pradesh,Gorakhpur,273158,1,0,0,gorakhpur,gorakhpur
21-09-2025,uttar pradesh,Gorakhpur,273201,0,1,0,gorakhpur,gorakhpur
21-09-2025,uttar pradesh,Gorakhpur,273203,1,1,0,gorakhpur,gorakhpur
21-09-2025,uttar pradesh,Gorakhpur,273209,0,2,0,gorakhpur,gorakhpur
