date,state,district,pincode,age_0_5,age_5_17,age_18_greater,district_norm,district_final
16-09-2025,rajasthan,Bikaner,334803,9,10,0,bikaner,bikaner
16-09-2025,rajasthan,Bikaner,334808,3,2,0,bikaner,bikaner
16-09-2025,rajasthan,Jaipur,302002,8,5,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,302013,6,2,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,302015,5,3,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,302027,1,4,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,302031,5,2,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,302039,2,2,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303002,3,1,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303104,5,1,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303120,3,0,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303701,2,0,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303802,1,0,0,jaipur,jaipur
16-09-2025,rajasthan,Jodhpur,342007,1,0,0,jodhpur,jodhpur
16-09-2025,rajasthan,Jodhpur,342027,4,5,0,jodhpur,jodhpur
16-09-2025,rajasthan,Jodhpur,342304,3,0,0,jodhpur,jodhpur
16-09-2025,rajasthan,Jodhpur,342802,5,2,0,jodhpur,jodhpur
16-09-2025,rajasthan,Kota,325003,2,0,0,kota,kota
16-09-2025,rajasthan,Kota,325201,6,1,0,kota,kota
16-09-2025,rajasthan,Kota,325203,2,0,0,kota,kota
16-09-2025,rajasthan,Kota,325601,4,1,0,kota,kota
16-09-2025,rajasthan,Udaipur,313022,0,1,0,udaipur,udaipur
16-09-2025,rajasthan,Udaipur,313031,1,1,0,udaipur,udaipur
16-09-2025,rajasthan,Udaipur,313203,0,1,0,udaipur,udaipur
16-09-2025,rajasthan,Udaipur,313205,2,0,0,udaipur,udaipur
16-09-2025,rajasthan,Udaipur,313603,4,7,0,udaipur,udaipur
16-09-2025,rajasthan,Udaipur,313702,7,3,0,udaipur,udaipur
16-09-2025,rajasthan,Udaipur,313704,10,12,0,udaipur,udaipur
16-09-2025,rajasthan,Bikaner,334023,4,5,0,bikaner,bikaner
16-09-2025,rajasthan,Bikaner,334305,3,0,0,bikaner,bikaner
16-09-2025,rajasthan,Bikaner,334403,2,0,0,bikaner,bikaner
16-09-2025,rajasthan,Bikaner,334801,3,4,0,bikaner,bikaner
16-09-2025,rajasthan,Jaipur,302001,4,1,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,302005,0,1,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,302012,18,10,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,302018,4,1,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,302020,6,5,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,302021,4,1,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,302022,1,2,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,302029,6,8,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,302033,1,1,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303001,1,0,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303005,2,1,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303007,1,0,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303106,3,3,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303119,3,1,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303301,7,0,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303302,2,0,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303348,4,1,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303602,7,5,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303706,1,0,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303712,4,0,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303801,4,2,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303804,2,0,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303806,2,7,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303901,6,5,0,jaipur,jaipur
16-09-2025,rajasthan,Jaipur,303905,3,0,0,jaipur,jaipur
16-09-2025,rajasthan,Jodhpur,342001,28,5,0,jodhpur,jodhpur
16-09-2025,rajasthan,Jodhpur,342023,4,3,0,jodhpur,jodhpur
16-09-2025,rajasthan,Kota,324006,1,1,0,kota,kota
16-09-2025,rajasthan,Kota,324007,4,1,0,kota,kota
16-09-2025,rajasthan,Kota,324009,3,0,0,kota,kota
16-09-2025,rajasthan,Kota,325001,10,5,0,kota,kota
16-09-2025,rajasthan,Kota,325207,1,0,0,kota,kota
16-09-2025,rajasthan,Kota,325214,1,1,0,kota,kota
16-09-2025,rajasthan,Udaipur,313002,7,1,0,udaipur,udaipur
16-09-2025,rajasthan,Udaipur,313201,5,1,0,udaipur,udaipur
16-09-2025,rajasthan,Udaipur,313601,2,1,0,udaipur,udaipur
16-09-2025,rajasthan,Udaipur,313602,7,0,0,udaipur,udaipur
16-09-2025,rajasthan,Udaipur,313703,2,1,0,udaipur,udaipur
16-09-2025,rajasthan,Udaipur,313706,2,2,0,udaipur,udaipur
16-09-2025,rajasthan,Udaipur,313803,6,1,0,udaipur,udaipur
16-09-2025,rajasthan,Udaipur,313902,6,3,0,udaipur,udaipur
16-09-2025,rajasthan,Udaipur,313905,1,4,0,udaipur,udaipur
17-09-2025,rajasthan,Bikaner,334023,6,3,0,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,334202,0,1,0,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,334402,2,0,0,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,334801,1,5,0,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,334804,2,8,0,bikaner,bikaner
17-09-2025,rajasthan,Jaipur,302027,1,2,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303001,1,0,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303005,5,2,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303007,6,0,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303008,8,3,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303009,5,0,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303102,2,0,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303103,7,2,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303121,0,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303328,3,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303507,2,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303604,2,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303905,1,0,0,jaipur,jaipur
17-09-2025,rajasthan,Jodhpur,342007,0,1,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342008,6,8,5,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342306,4,2,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342309,4,4,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342603,4,3,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342801,0,1,0,jodhpur,jodhpur
17-09-2025,rajasthan,Kota,324001,2,2,0,kota,kota
17-09-2025,rajasthan,Kota,325004,14,3,0,kota,kota
17-09-2025,rajasthan,Kota,325202,1,0,0,kota,kota
17-09-2025,rajasthan,Kota,325602,0,2,0,kota,kota
17-09-2025,rajasthan,Kota,326517,4,1,0,kota,kota
17-09-2025,rajasthan,Kota,326530,2,2,0,kota,kota
17-09-2025,rajasthan,Udaipur,313206,1,0,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313601,3,2,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313701,10,1,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313703,2,2,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313705,22,13,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313706,4,1,0,udaipur,udaipur
17-09-2025,rajasthan,Bikaner,331811,0,4,0,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,334001,17,11,1,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,334021,6,2,0,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,334602,4,1,0,bikaner,bikaner
17-09-2025,rajasthan,Jaipur,302002,7,2,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302017,5,3,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302019,3,4,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302021,4,0,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302028,6,2,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302032,0,2,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302037,2,0,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303110,4,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303301,10,0,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303305,2,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303702,3,0,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303704,2,2,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303806,5,0,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303903,3,2,0,jaipur,jaipur
17-09-2025,rajasthan,Jodhpur,342003,2,0,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342023,8,1,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342025,5,8,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342027,8,8,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342028,1,1,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342301,13,13,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342302,3,3,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342303,16,6,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342312,28,4,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342602,7,0,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342605,1,2,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,345023,1,0,0,jodhpur,jodhpur
17-09-2025,rajasthan,Kota,325003,2,2,0,kota,kota
17-09-2025,rajasthan,Kota,325204,6,3,0,kota,kota
17-09-2025,rajasthan,Kota,326519,14,5,0,kota,kota
17-09-2025,rajasthan,Udaipur,313002,0,2,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313027,10,12,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313204,1,1,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313602,3,0,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313702,7,4,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313902,2,3,0,udaipur,udaipur
17-09-2025,rajasthan,Bikaner,334004,0,2,0,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,334403,0,1,0,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,334802,3,3,0,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,334803,7,7,0,bikaner,bikaner
17-09-2025,rajasthan,Jaipur,302001,4,4,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302006,1,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302015,4,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302029,10,0,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302031,2,4,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302034,1,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303003,3,4,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303004,2,0,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303006,3,0,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303107,1,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303302,1,0,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303338,7,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303601,0,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303712,2,4,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303801,6,4,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303805,2,2,0,jaipur,jaipur
17-09-2025,rajasthan,Jodhpur,342006,6,1,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342037,8,5,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342314,1,2,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342606,3,1,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342802,2,2,0,jodhpur,jodhpur
17-09-2025,rajasthan,Kota,324007,3,2,0,kota,kota
17-09-2025,rajasthan,Kota,324010,3,1,0,kota,kota
17-09-2025,rajasthan,Kota,325009,5,1,0,kota,kota
17-09-2025,rajasthan,Kota,325601,3,6,0,kota,kota
17-09-2025,rajasthan,Kota,326518,3,1,0,kota,kota
17-09-2025,rajasthan,Udaipur,307025,12,11,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313004,1,1,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313026,3,0,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313201,3,1,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313801,4,0,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313803,3,0,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313804,7,11,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313905,3,3,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313906,5,2,0,udaipur,udaipur
17-09-2025,rajasthan,Bikaner,334003,0,1,0,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,334302,3,4,0,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,334401,1,0,0,bikaner,bikaner
17-09-2025,rajasthan,Jaipur,302004,6,3,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302012,18,7,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302013,2,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302018,4,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302020,5,4,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302026,3,0,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303002,1,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303012,2,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303104,11,5,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303108,6,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303109,3,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303602,1,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303701,5,2,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303802,0,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303803,4,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303804,3,0,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303807,1,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303901,1,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jodhpur,342005,1,1,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342022,22,4,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342305,1,0,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342311,13,7,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342601,14,4,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342901,2,2,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,345021,0,1,0,jodhpur,jodhpur
17-09-2025,rajasthan,Kota,324005,12,5,0,kota,kota
17-09-2025,rajasthan,Kota,324008,4,1,0,kota,kota
17-09-2025,rajasthan,Kota,325001,2,0,0,kota,kota
17-09-2025,rajasthan,Kota,325201,6,0,1,kota,kota
17-09-2025,rajasthan,Kota,325203,0,1,0,kota,kota
17-09-2025,rajasthan,Kota,325214,1,2,0,kota,kota
17-09-2025,rajasthan,Udaipur,313001,13,7,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313003,1,0,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313038,3,10,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313604,2,3,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313704,11,13,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313708,4,4,0,udaipur,udaipur
17-09-2025,rajasthan,Bikaner,331801,0,4,0,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,331803,13,13,0,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,334022,6,7,0,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,334201,1,0,0,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,334303,0,8,0,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,334603,7,1,0,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,334604,4,2,0,bikaner,bikaner
17-09-2025,rajasthan,Bikaner,334808,1,2,0,bikaner,bikaner
17-09-2025,rajasthan,Jaipur,302003,10,2,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302016,5,10,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302033,4,3,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,302039,3,3,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303105,1,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303106,2,3,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303119,3,0,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303120,3,2,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303348,3,0,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303603,6,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303706,2,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303904,1,2,0,jaipur,jaipur
17-09-2025,rajasthan,Jaipur,303908,5,1,0,jaipur,jaipur
17-09-2025,rajasthan,Jodhpur,342001,25,9,3,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342011,1,1,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342012,0,1,1,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342013,3,0,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342024,3,0,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342304,2,0,0,jodhpur,jodhpur
17-09-2025,rajasthan,Jodhpur,342307,1,2,0,jodhpur,jodhpur
17-09-2025,rajasthan,Kota,324002,2,0,0,kota,kota
17-09-2025,rajasthan,Kota,324003,1,0,0,kota,kota
17-09-2025,rajasthan,Kota,324004,2,0,0,kota,kota
17-09-2025,rajasthan,Kota,324006,7,1,0,kota,kota
17-09-2025,rajasthan,Kota,324009,5,0,0,kota,kota
17-09-2025,rajasthan,Kota,326501,0,1,0,kota,kota
17-09-2025,rajasthan,Kota,326520,4,0,0,kota,kota
17-09-2025,rajasthan,Kota,326529,5,0,1,kota,kota
17-09-2025,rajasthan,Udaipur,313011,3,1,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313015,1,0,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313024,2,1,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313031,4,4,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313202,1,1,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313203,2,1,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313205,1,0,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313603,3,3,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313802,2,0,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313901,0,1,0,udaipur,udaipur
17-09-2025,rajasthan,Udaipur,313903,4,4,0,udaipur,udaipur
18-09-2025,rajasthan,Bikaner,331803,9,8,0,bikaner,bikaner
18-09-2025,rajasthan,Bikaner,334305,0,5,1,bikaner,bikaner
18-09-2025,rajasthan,Bikaner,334403,1,0,0,bikaner,bikaner
18-09-2025,rajasthan,Bikaner,334602,2,2,0,bikaner,bikaner
18-09-2025,rajasthan,Bikaner,334803,7,5,0,bikaner,bikaner
18-09-2025,rajasthan,Jaipur,302012,13,12,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,302023,2,1,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,302033,4,2,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303002,1,1,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303003,4,4,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303102,2,3,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303104,5,4,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303107,4,1,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303119,2,2,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303120,3,1,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303601,3,1,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303603,4,1,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303908,5,1,0,jaipur,jaipur
18-09-2025,rajasthan,Jodhpur,342005,2,6,2,jodhpur,jodhpur
18-09-2025,rajasthan,Jodhpur,342025,21,4,0,jodhpur,jodhpur
18-09-2025,rajasthan,Jodhpur,342303,4,2,0,jodhpur,jodhpur
18-09-2025,rajasthan,Jodhpur,342602,4,1,0,jodhpur,jodhpur
18-09-2025,rajasthan,Jodhpur,342604,1,1,0,jodhpur,jodhpur
18-09-2025,rajasthan,Jodhpur,342605,5,1,0,jodhpur,jodhpur
18-09-2025,rajasthan,Jodhpur,342801,7,2,0,jodhpur,jodhpur
18-09-2025,rajasthan,Kota,324005,5,4,0,kota,kota
18-09-2025,rajasthan,Kota,325009,2,7,0,kota,kota
18-09-2025,rajasthan,Kota,325208,1,0,0,kota,kota
18-09-2025,rajasthan,Kota,325214,0,1,0,kota,kota
18-09-2025,rajasthan,Kota,325601,8,1,0,kota,kota
18-09-2025,rajasthan,Kota,326518,2,1,0,kota,kota
18-09-2025,rajasthan,Udaipur,313001,6,7,0,udaipur,udaipur
18-09-2025,rajasthan,Udaipur,313002,2,3,0,udaipur,udaipur
18-09-2025,rajasthan,Udaipur,313038,4,3,0,udaipur,udaipur
18-09-2025,rajasthan,Udaipur,313801,4,4,0,udaipur,udaipur
18-09-2025,rajasthan,Udaipur,313902,5,6,0,udaipur,udaipur
18-09-2025,rajasthan,Bikaner,334802,7,9,0,bikaner,bikaner
18-09-2025,rajasthan,Jaipur,302013,3,2,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,302015,6,2,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,302016,10,5,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,302019,5,0,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,302020,12,3,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,302022,1,0,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,302028,8,1,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303005,4,1,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303009,1,2,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303301,9,4,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303305,3,0,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303348,3,1,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303602,5,2,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303805,6,1,0,jaipur,jaipur
18-09-2025,rajasthan,Jodhpur,342012,1,0,0,jodhpur,jodhpur
18-09-2025,rajasthan,Jodhpur,342013,2,0,0,jodhpur,jodhpur
18-09-2025,rajasthan,Jodhpur,342304,3,0,1,jodhpur,jodhpur
18-09-2025,rajasthan,Jodhpur,342312,7,1,0,jodhpur,jodhpur
18-09-2025,rajasthan,Jodhpur,342603,3,0,0,jodhpur,jodhpur
18-09-2025,rajasthan,Jodhpur,345023,1,1,0,jodhpur,jodhpur
18-09-2025,rajasthan,Kota,324003,1,0,0,kota,kota
18-09-2025,rajasthan,Kota,324008,5,1,0,kota,kota
18-09-2025,rajasthan,Udaipur,307025,15,4,0,udaipur,udaipur
18-09-2025,rajasthan,Udaipur,313003,3,0,0,udaipur,udaipur
18-09-2025,rajasthan,Udaipur,313024,1,0,0,udaipur,udaipur
18-09-2025,rajasthan,Udaipur,313204,1,2,0,udaipur,udaipur
18-09-2025,rajasthan,Udaipur,313701,13,3,0,udaipur,udaipur
18-09-2025,rajasthan,Udaipur,313702,3,2,0,udaipur,udaipur
18-09-2025,rajasthan,Udaipur,313704,8,3,0,udaipur,udaipur
18-09-2025,rajasthan,Udaipur,313705,18,9,0,udaipur,udaipur
18-09-2025,rajasthan,Udaipur,313802,5,2,0,udaipur,udaipur
18-09-2025,rajasthan,Udaipur,313803,4,5,0,udaipur,udaipur
18-09-2025,rajasthan,Udaipur,313905,1,0,0,udaipur,udaipur
18-09-2025,rajasthan,Bikaner,334402,2,2,0,bikaner,bikaner
18-09-2025,rajasthan,Bikaner,334603,1,1,0,bikaner,bikaner
18-09-2025,rajasthan,Bikaner,334604,0,1,1,bikaner,bikaner
18-09-2025,rajasthan,Jaipur,302001,1,2,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,302002,3,1,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,302039,7,3,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303008,4,2,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303105,1,1,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303108,3,1,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303712,8,0,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303802,1,0,0,jaipur,jaipur
18-09-2025,rajasthan,Jaipur,303807,4,1,0,jaipur,jaipur
18-09-2025,rajasthan,Jodhpur,342022,8,8,0,jodhpur,jodhpur
18-09-2025,rajasthan,Jodhpur,342024,3,3,0,jodhpur,jodhpur
18-09-2025,rajasthan,Jodhpur,342028,1,0,0,jodhpur,jodhpur
18-09-2025,rajasthan,Jodhpur,342309,8,4,0,jodhpur,jodhpur
18-09-2025,rajasthan,Jodhpur,342314,0,2,0,jodhpur,jodhpur
18-09-2025,rajasthan,Jodhpur,342901,4,2,0,jodhpur,jodhpur
18-09-2025,rajasthan,Jodhpur,345021,0,3,0,jodhpur,jodhpur
18-09-2025,rajasthan,Kota,324001,3,1,0,kota,kota
18-09-2025,rajasthan,Kota,324006,1,2,0,kota,kota
18-09-2025,rajasthan,Kota,324009,5,0,1,kota,kota
18-09-2025,rajasthan,Udaipur,313026,5,2,0,udaipur,udaipur
18-09-2025,rajasthan,Udaipur,313027,10,11,0,udaipur,udaipur
18-09-2025,rajasthan,Udaipur,313031,5,4,0,udaipur,udaipur
