date,state,district,pincode,bio_age_5_17,bio_age_17_,district_norm,district_final
01-06-2025,tamil nadu,Chennai,600021,542,882,chennai,chennai
01-06-2025,tamil nadu,Coimbatore,641019,85,172,coimbatore,coimbatore
01-06-2025,tamil nadu,Madurai,625201,92,136,madurai,madurai
01-06-2025,tamil nadu,Madurai,625703,119,223,madurai,madurai
01-06-2025,tamil nadu,Madurai,625018,215,508,madurai,madurai
01-06-2025,tamil nadu,Madurai,625021,38,48,madurai,madurai
01-06-2025,tamil nadu,Salem,637303,38,121,salem,salem
01-06-2025,tamil nadu,Coimbatore,641010,118,289,coimbatore,coimbatore
01-06-2025,tamil nadu,Madurai,625702,106,243,madurai,madurai
01-06-2025,tamil nadu,Tiruchirappalli,621004,32,45,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Coimbatore,641024,74,166,coimbatore,coimbatore
01-06-2025,tamil nadu,Salem,636305,177,267,salem,salem
01-06-2025,tamil nadu,Tiruchirappalli,621001,57,78,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Chennai,600041,190,475,chennai,chennai
01-06-2025,tamil nadu,Chennai,600001,311,709,chennai,chennai
01-06-2025,tamil nadu,Salem,636402,41,58,salem,salem
01-06-2025,tamil nadu,Tiruchirappalli,621306,225,514,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Madurai,625501,72,135,madurai,madurai
01-06-2025,tamil nadu,Coimbatore,641111,115,198,coimbatore,coimbatore
01-06-2025,tamil nadu,Coimbatore,641039,57,140,coimbatore,coimbatore
01-06-2025,tamil nadu,Coimbatore,641022,101,170,coimbatore,coimbatore
01-06-2025,tamil nadu,Chennai,600038,24,45,chennai,chennai
01-06-2025,tamil nadu,Madurai,625234,60,62,madurai,madurai
01-06-2025,tamil nadu,Coimbatore,641301,163,372,coimbatore,coimbatore
01-06-2025,tamil nadu,Tiruchirappalli,621214,70,126,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Coimbatore,642205,24,60,coimbatore,coimbatore
01-06-2025,tamil nadu,Tiruchirappalli,620026,19,58,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Tiruchirappalli,620002,106,260,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Coimbatore,641017,103,231,coimbatore,coimbatore
01-06-2025,tamil nadu,Tiruchirappalli,620011,78,205,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Coimbatore,641305,69,145,coimbatore,coimbatore
01-06-2025,tamil nadu,Madurai,625107,139,254,madurai,madurai
01-06-2025,tamil nadu,Coimbatore,641031,101,162,coimbatore,coimbatore
01-06-2025,tamil nadu,Tiruchirappalli,621111,24,30,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Madurai,625103,107,183,madurai,madurai
01-06-2025,tamil nadu,Salem,636009,143,222,salem,salem
01-06-2025,tamil nadu,Coimbatore,641030,143,305,coimbatore,coimbatore
01-06-2025,tamil nadu,Coimbatore,642002,133,195,coimbatore,coimbatore
01-06-2025,tamil nadu,Salem,636030,79,110,salem,salem
01-06-2025,tamil nadu,Tiruchirappalli,620012,189,469,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Tiruchirappalli,639103,82,162,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Tiruchirappalli,620023,44,65,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Chennai,600093,55,159,chennai,chennai
01-06-2025,tamil nadu,Chennai,600092,104,326,chennai,chennai
01-06-2025,tamil nadu,Chennai,600094,158,386,chennai,chennai
01-06-2025,tamil nadu,Tiruchirappalli,621203,45,67,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Madurai,625006,169,242,madurai,madurai
01-06-2025,tamil nadu,Chennai,600040,123,313,chennai,chennai
01-06-2025,tamil nadu,Coimbatore,641006,337,770,coimbatore,coimbatore
01-06-2025,tamil nadu,Madurai,625004,53,70,madurai,madurai
01-06-2025,tamil nadu,Chennai,600096,40,39,chennai,chennai
01-06-2025,tamil nadu,Salem,636454,32,41,salem,salem
01-06-2025,tamil nadu,Salem,636010,232,401,salem,salem
01-06-2025,tamil nadu,Salem,636501,187,240,salem,salem
01-06-2025,tamil nadu,Tiruchirappalli,621105,95,127,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Chennai,600084,16,38,chennai,chennai
01-06-2025,tamil nadu,Coimbatore,641002,64,163,coimbatore,coimbatore
01-06-2025,tamil nadu,Salem,636115,164,280,salem,salem
01-06-2025,tamil nadu,Madurai,625704,86,68,madurai,madurai
01-06-2025,tamil nadu,Coimbatore,642004,56,93,coimbatore,coimbatore
01-06-2025,tamil nadu,Tiruchirappalli,621205,59,90,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Coimbatore,641048,52,132,coimbatore,coimbatore
01-06-2025,tamil nadu,Tiruchirappalli,621007,27,35,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Coimbatore,641037,53,146,coimbatore,coimbatore
01-06-2025,tamil nadu,Madurai,625016,340,901,madurai,madurai
01-06-2025,tamil nadu,Chennai,600012,501,1124,chennai,chennai
01-06-2025,tamil nadu,Coimbatore,642110,47,100,coimbatore,coimbatore
01-06-2025,tamil nadu,Coimbatore,641109,161,314,coimbatore,coimbatore
01-06-2025,tamil nadu,Tiruchirappalli,621315,87,250,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Chennai,600024,108,274,chennai,chennai
01-06-2025,tamil nadu,Salem,636119,53,56,salem,salem
01-06-2025,tamil nadu,Tiruchirappalli,621215,79,127,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Madurai,625214,48,86,madurai,madurai
01-06-2025,tamil nadu,Coimbatore,641007,116,284,coimbatore,coimbatore
01-06-2025,tamil nadu,Salem,636406,20,13,salem,salem
01-06-2025,tamil nadu,Madurai,625003,236,328,madurai,madurai
01-06-2025,tamil nadu,Tiruchirappalli,621652,53,66,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Chennai,600033,104,211,chennai,chennai
01-06-2025,tamil nadu,Coimbatore,641033,43,105,coimbatore,coimbatore
01-06-2025,tamil nadu,Salem,636404,85,90,salem,salem
01-06-2025,tamil nadu,Chennai,600085,62,79,chennai,chennai
01-06-2025,tamil nadu,Tiruchirappalli,620101,80,141,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Salem,636204,55,107,salem,salem
01-06-2025,tamil nadu,Tiruchirappalli,620022,35,96,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Coimbatore,641029,83,204,coimbatore,coimbatore
01-06-2025,tamil nadu,Chennai,600003,49,99,chennai,chennai
01-06-2025,tamil nadu,Coimbatore,642127,79,62,coimbatore,coimbatore
01-06-2025,tamil nadu,Madurai,625537,105,106,madurai,madurai
01-06-2025,tamil nadu,Madurai,625402,100,194,madurai,madurai
01-06-2025,tamil nadu,Salem,636106,104,166,salem,salem
01-06-2025,tamil nadu,Madurai,625009,459,852,madurai,madurai
01-06-2025,tamil nadu,Coimbatore,641015,97,231,coimbatore,coimbatore
01-06-2025,tamil nadu,Madurai,625014,187,403,madurai,madurai
01-06-2025,tamil nadu,Salem,636014,48,85,salem,salem
01-06-2025,tamil nadu,Salem,636139,40,77,salem,salem
01-06-2025,tamil nadu,Chennai,600115,27,30,chennai,chennai
01-06-2025,tamil nadu,Coimbatore,641107,141,254,coimbatore,coimbatore
01-06-2025,tamil nadu,Madurai,625102,36,58,madurai,madurai
01-06-2025,tamil nadu,Chennai,600086,16,37,chennai,chennai
01-06-2025,tamil nadu,Chennai,600008,45,52,chennai,chennai
01-06-2025,tamil nadu,Coimbatore,641108,102,265,coimbatore,coimbatore
01-06-2025,tamil nadu,Tiruchirappalli,621711,79,194,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Tiruchirappalli,620025,45,111,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Coimbatore,642202,14,28,coimbatore,coimbatore
01-06-2025,tamil nadu,Coimbatore,641014,64,131,coimbatore,coimbatore
01-06-2025,tamil nadu,Salem,637105,72,125,salem,salem
01-06-2025,tamil nadu,Tiruchirappalli,621722,14,21,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Salem,636015,224,445,salem,salem
01-06-2025,tamil nadu,Coimbatore,641023,142,336,coimbatore,coimbatore
01-06-2025,tamil nadu,Tiruchirappalli,621216,112,188,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Salem,636351,89,163,salem,salem
01-06-2025,tamil nadu,Coimbatore,641038,45,176,coimbatore,coimbatore
01-06-2025,tamil nadu,Tiruchirappalli,621006,97,119,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Tiruchirappalli,620005,89,272,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Salem,636005,183,451,salem,salem
01-06-2025,tamil nadu,Salem,636105,291,186,salem,salem
01-06-2025,tamil nadu,Salem,636104,114,111,salem,salem
01-06-2025,tamil nadu,Tiruchirappalli,620019,95,293,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Salem,636102,95,161,salem,salem
01-06-2025,tamil nadu,Salem,636007,148,270,salem,salem
01-06-2025,tamil nadu,Salem,636141,170,294,salem,salem
01-06-2025,tamil nadu,Tiruchirappalli,621601,70,179,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Coimbatore,642101,14,26,coimbatore,coimbatore
01-06-2025,tamil nadu,Madurai,625019,101,148,madurai,madurai
01-06-2025,tamil nadu,Coimbatore,641114,16,60,coimbatore,coimbatore
01-06-2025,tamil nadu,Tiruchirappalli,621208,94,86,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Madurai,625008,108,55,madurai,madurai
01-06-2025,tamil nadu,Chennai,600078,225,436,chennai,chennai
01-06-2025,tamil nadu,Chennai,600129,23,37,chennai,chennai
01-06-2025,tamil nadu,Coimbatore,641671,27,64,coimbatore,coimbatore
01-06-2025,tamil nadu,Tiruchirappalli,620003,181,391,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Tiruchirappalli,621308,110,223,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Madurai,625527,122,252,madurai,madurai
01-06-2025,tamil nadu,Tiruchirappalli,639115,26,124,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Madurai,625301,128,786,madurai,madurai
01-06-2025,tamil nadu,Chennai,600091,57,69,chennai,chennai
01-06-2025,tamil nadu,Salem,636401,67,80,salem,salem
01-06-2025,tamil nadu,Coimbatore,641658,26,41,coimbatore,coimbatore
01-06-2025,tamil nadu,Chennai,600097,42,65,chennai,chennai
01-06-2025,tamil nadu,Tiruchirappalli,621206,40,109,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Coimbatore,642134,43,85,coimbatore,coimbatore
01-06-2025,tamil nadu,Salem,636601,94,105,salem,salem
01-06-2025,tamil nadu,Tiruchirappalli,621217,64,67,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Coimbatore,641401,45,165,coimbatore,coimbatore
01-06-2025,tamil nadu,Coimbatore,641045,222,688,coimbatore,coimbatore
01-06-2025,tamil nadu,Coimbatore,641027,134,355,coimbatore,coimbatore
01-06-2025,tamil nadu,Coimbatore,641062,85,345,coimbatore,coimbatore
01-06-2025,tamil nadu,Chennai,600082,159,419,chennai,chennai
01-06-2025,tamil nadu,Madurai,625707,34,56,madurai,madurai
01-06-2025,tamil nadu,Coimbatore,641042,55,127,coimbatore,coimbatore
01-06-2025,tamil nadu,Tiruchirappalli,621703,56,109,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Madurai,625106,227,339,madurai,madurai
01-06-2025,tamil nadu,Salem,636502,247,286,salem,salem
01-06-2025,tamil nadu,Salem,637102,200,347,salem,salem
01-06-2025,tamil nadu,Tiruchirappalli,622102,26,35,tiruchirappalli,tiruchirappalli
01-06-2025,tamil nadu,Madurai,625122,41,85,madurai,madurai
01-06-2025,tamil nadu,Chennai,600107,54,143,chennai,chennai
01-07-2025,tamil nadu,Tiruchirappalli,621314,152,753,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Coimbatore,642109,80,229,coimbatore,coimbatore
01-07-2025,tamil nadu,Tiruchirappalli,621003,40,114,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Coimbatore,641020,127,341,coimbatore,coimbatore
01-07-2025,tamil nadu,Tiruchirappalli,621202,44,113,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Tiruchirappalli,620016,34,65,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Chennai,600003,45,144,chennai,chennai
01-07-2025,tamil nadu,Madurai,625708,10,33,madurai,madurai
01-07-2025,tamil nadu,Coimbatore,641302,65,240,coimbatore,coimbatore
01-07-2025,tamil nadu,Salem,636403,17,40,salem,salem
01-07-2025,tamil nadu,Tiruchirappalli,620023,32,64,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Coimbatore,642103,104,182,coimbatore,coimbatore
01-07-2025,tamil nadu,Tiruchirappalli,621712,55,207,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Salem,636305,133,277,salem,salem
01-07-2025,tamil nadu,Tiruchirappalli,621001,25,65,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Salem,637105,66,161,salem,salem
01-07-2025,tamil nadu,Coimbatore,641023,114,507,coimbatore,coimbatore
01-07-2025,tamil nadu,Madurai,625535,147,267,madurai,madurai
01-07-2025,tamil nadu,Madurai,625022,170,257,madurai,madurai
01-07-2025,tamil nadu,Salem,636122,172,304,salem,salem
01-07-2025,tamil nadu,Salem,636116,91,197,salem,salem
01-07-2025,tamil nadu,Tiruchirappalli,621653,20,97,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Tiruchirappalli,621215,61,132,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Chennai,600085,51,121,chennai,chennai
01-07-2025,tamil nadu,Coimbatore,642133,15,38,coimbatore,coimbatore
01-07-2025,tamil nadu,Coimbatore,642120,60,159,coimbatore,coimbatore
01-07-2025,tamil nadu,Tiruchirappalli,621206,28,121,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Tiruchirappalli,621216,97,268,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Tiruchirappalli,620007,77,245,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Coimbatore,641109,132,520,coimbatore,coimbatore
01-07-2025,tamil nadu,Salem,636117,51,59,salem,salem
01-07-2025,tamil nadu,Salem,636121,79,151,salem,salem
01-07-2025,tamil nadu,Coimbatore,641202,16,57,coimbatore,coimbatore
01-07-2025,tamil nadu,Tiruchirappalli,621211,107,327,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Tiruchirappalli,621217,37,81,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Coimbatore,641113,45,117,coimbatore,coimbatore
01-07-2025,tamil nadu,Coimbatore,642107,39,91,coimbatore,coimbatore
01-07-2025,tamil nadu,Coimbatore,642005,93,172,coimbatore,coimbatore
01-07-2025,tamil nadu,Coimbatore,641668,80,338,coimbatore,coimbatore
01-07-2025,tamil nadu,Tiruchirappalli,621207,51,181,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Madurai,625017,188,511,madurai,madurai
01-07-2025,tamil nadu,Coimbatore,642104,92,100,coimbatore,coimbatore
01-07-2025,tamil nadu,Salem,636456,20,40,salem,salem
01-07-2025,tamil nadu,Salem,637101,257,737,salem,salem
01-07-2025,tamil nadu,Coimbatore,642127,65,90,coimbatore,coimbatore
01-07-2025,tamil nadu,Chennai,600007,87,181,chennai,chennai
01-07-2025,tamil nadu,Madurai,625402,111,259,madurai,madurai
01-07-2025,tamil nadu,Salem,636009,132,288,salem,salem
01-07-2025,tamil nadu,Tiruchirappalli,620017,170,554,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Madurai,625103,114,282,madurai,madurai
01-07-2025,tamil nadu,Tiruchirappalli,621305,52,154,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Chennai,600004,223,430,chennai,chennai
01-07-2025,tamil nadu,Tiruchirappalli,621651,50,114,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Tiruchirappalli,621208,79,137,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Chennai,600113,69,130,chennai,chennai
01-07-2025,tamil nadu,Tiruchirappalli,621104,21,47,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Madurai,625301,318,1327,madurai,madurai
01-07-2025,tamil nadu,Coimbatore,641111,82,230,coimbatore,coimbatore
01-07-2025,tamil nadu,Chennai,600034,124,138,chennai,chennai
01-07-2025,tamil nadu,Salem,636016,163,236,salem,salem
01-07-2025,tamil nadu,Tiruchirappalli,621307,183,493,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Coimbatore,641658,15,33,coimbatore,coimbatore
01-07-2025,tamil nadu,Coimbatore,641022,85,199,coimbatore,coimbatore
01-07-2025,tamil nadu,Coimbatore,641301,172,448,coimbatore,coimbatore
01-07-2025,tamil nadu,Madurai,625234,59,104,madurai,madurai
01-07-2025,tamil nadu,Madurai,625002,312,1066,madurai,madurai
01-07-2025,tamil nadu,Salem,636109,64,181,salem,salem
01-07-2025,tamil nadu,Coimbatore,641003,13,52,coimbatore,coimbatore
01-07-2025,tamil nadu,Coimbatore,642114,30,147,coimbatore,coimbatore
01-07-2025,tamil nadu,Chennai,600116,12,29,chennai,chennai
01-07-2025,tamil nadu,Coimbatore,641045,171,676,coimbatore,coimbatore
01-07-2025,tamil nadu,Madurai,625109,138,336,madurai,madurai
01-07-2025,tamil nadu,Chennai,600039,437,1190,chennai,chennai
01-07-2025,tamil nadu,Tiruchirappalli,620008,278,676,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Coimbatore,641042,64,143,coimbatore,coimbatore
01-07-2025,tamil nadu,Chennai,600119,51,55,chennai,chennai
01-07-2025,tamil nadu,Tiruchirappalli,621308,83,288,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Tiruchirappalli,620003,153,474,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Madurai,625501,132,216,madurai,madurai
01-07-2025,tamil nadu,Madurai,625011,204,611,madurai,madurai
01-07-2025,tamil nadu,Salem,636308,72,193,salem,salem
01-07-2025,tamil nadu,Coimbatore,641671,37,114,coimbatore,coimbatore
01-07-2025,tamil nadu,Salem,636402,42,93,salem,salem
01-07-2025,tamil nadu,Tiruchirappalli,621011,59,101,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Salem,636452,58,125,salem,salem
01-07-2025,tamil nadu,Madurai,625201,79,154,madurai,madurai
01-07-2025,tamil nadu,Madurai,625021,56,65,madurai,madurai
01-07-2025,tamil nadu,Salem,637303,25,109,salem,salem
01-07-2025,tamil nadu,Tiruchirappalli,620102,178,897,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Chennai,600024,146,336,chennai,chennai
01-07-2025,tamil nadu,Chennai,600023,216,737,chennai,chennai
01-07-2025,tamil nadu,Salem,636105,147,225,salem,salem
01-07-2025,tamil nadu,Salem,636112,142,280,salem,salem
01-07-2025,tamil nadu,Coimbatore,641050,14,54,coimbatore,coimbatore
01-07-2025,tamil nadu,Salem,636001,200,508,salem,salem
01-07-2025,tamil nadu,Salem,637304,11,33,salem,salem
01-07-2025,tamil nadu,Salem,636005,286,573,salem,salem
01-07-2025,tamil nadu,Madurai,625003,189,427,madurai,madurai
01-07-2025,tamil nadu,Chennai,600041,228,622,chennai,chennai
01-07-2025,tamil nadu,Coimbatore,642110,44,158,coimbatore,coimbatore
01-07-2025,tamil nadu,Madurai,625108,56,153,madurai,madurai
01-07-2025,tamil nadu,Coimbatore,642006,61,117,coimbatore,coimbatore
01-07-2025,tamil nadu,Coimbatore,641036,20,94,coimbatore,coimbatore
01-07-2025,tamil nadu,Salem,636602,62,75,salem,salem
01-07-2025,tamil nadu,Tiruchirappalli,639112,29,63,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Madurai,625503,160,269,madurai,madurai
01-07-2025,tamil nadu,Salem,636101,51,120,salem,salem
01-07-2025,tamil nadu,Chennai,600115,17,41,chennai,chennai
01-07-2025,tamil nadu,Coimbatore,641014,79,182,coimbatore,coimbatore
01-07-2025,tamil nadu,Coimbatore,641025,171,565,coimbatore,coimbatore
01-07-2025,tamil nadu,Tiruchirappalli,621014,47,70,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Coimbatore,641018,26,71,coimbatore,coimbatore
01-07-2025,tamil nadu,Salem,636014,36,130,salem,salem
01-07-2025,tamil nadu,Chennai,600049,197,228,chennai,chennai
01-07-2025,tamil nadu,Tiruchirappalli,620013,113,388,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Chennai,600083,227,337,chennai,chennai
01-07-2025,tamil nadu,Salem,637502,280,501,salem,salem
01-07-2025,tamil nadu,Salem,636106,104,219,salem,salem
01-07-2025,tamil nadu,Chennai,600102,46,123,chennai,chennai
01-07-2025,tamil nadu,Salem,636108,72,310,salem,salem
01-07-2025,tamil nadu,Madurai,625221,61,105,madurai,madurai
01-07-2025,tamil nadu,Coimbatore,642101,15,38,coimbatore,coimbatore
01-07-2025,tamil nadu,Coimbatore,641028,101,276,coimbatore,coimbatore
01-07-2025,tamil nadu,Madurai,625007,176,397,madurai,madurai
01-07-2025,tamil nadu,Chennai,600078,302,532,chennai,chennai
01-07-2025,tamil nadu,Madurai,625702,63,195,madurai,madurai
01-07-2025,tamil nadu,Tiruchirappalli,621302,99,226,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Coimbatore,641009,25,103,coimbatore,coimbatore
01-07-2025,tamil nadu,Coimbatore,641011,12,40,coimbatore,coimbatore
01-07-2025,tamil nadu,Coimbatore,642007,55,183,coimbatore,coimbatore
01-07-2025,tamil nadu,Coimbatore,641005,72,197,coimbatore,coimbatore
01-07-2025,tamil nadu,Chennai,600094,184,489,chennai,chennai
01-07-2025,tamil nadu,Salem,636202,37,78,salem,salem
01-07-2025,tamil nadu,Chennai,600096,23,46,chennai,chennai
01-07-2025,tamil nadu,Tiruchirappalli,621703,36,158,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Madurai,625106,211,579,madurai,madurai
01-07-2025,tamil nadu,Chennai,600088,16,20,chennai,chennai
01-07-2025,tamil nadu,Tiruchirappalli,621306,255,658,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Chennai,600129,26,54,chennai,chennai
01-07-2025,tamil nadu,Madurai,625101,98,350,madurai,madurai
01-07-2025,tamil nadu,Tiruchirappalli,639115,19,112,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Tiruchirappalli,620018,25,94,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Salem,636010,229,468,salem,salem
01-07-2025,tamil nadu,Chennai,600107,60,186,chennai,chennai
01-07-2025,tamil nadu,Salem,636002,132,346,salem,salem
01-07-2025,tamil nadu,Salem,637504,95,233,salem,salem
01-07-2025,tamil nadu,Tiruchirappalli,620006,99,359,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Coimbatore,641043,27,90,coimbatore,coimbatore
01-07-2025,tamil nadu,Tiruchirappalli,621312,49,119,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Salem,636306,122,245,salem,salem
01-07-2025,tamil nadu,Tiruchirappalli,620002,104,328,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Coimbatore,641017,94,321,coimbatore,coimbatore
01-07-2025,tamil nadu,Salem,636203,66,178,salem,salem
01-07-2025,tamil nadu,Tiruchirappalli,620011,129,289,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Tiruchirappalli,620022,34,119,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Coimbatore,638459,31,105,coimbatore,coimbatore
01-07-2025,tamil nadu,Salem,636141,114,324,salem,salem
01-07-2025,tamil nadu,Tiruchirappalli,621218,59,152,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Chennai,600009,10,21,chennai,chennai
01-07-2025,tamil nadu,Madurai,625529,52,92,madurai,madurai
01-07-2025,tamil nadu,Tiruchirappalli,621112,86,234,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Coimbatore,641407,59,125,coimbatore,coimbatore
01-07-2025,tamil nadu,Salem,636103,106,190,salem,salem
01-07-2025,tamil nadu,Coimbatore,641027,137,504,coimbatore,coimbatore
01-07-2025,tamil nadu,Chennai,600010,144,338,chennai,chennai
01-07-2025,tamil nadu,Salem,636201,152,199,salem,salem
01-07-2025,tamil nadu,Coimbatore,642123,53,114,coimbatore,coimbatore
01-07-2025,tamil nadu,Salem,636458,50,148,salem,salem
01-07-2025,tamil nadu,Salem,636304,89,141,salem,salem
01-07-2025,tamil nadu,Chennai,600012,433,1188,chennai,chennai
01-07-2025,tamil nadu,Chennai,600006,56,112,chennai,chennai
01-07-2025,tamil nadu,Coimbatore,641041,144,309,coimbatore,coimbatore
01-07-2025,tamil nadu,Tiruchirappalli,621702,36,146,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Madurai,625004,33,95,madurai,madurai
01-07-2025,tamil nadu,Tiruchirappalli,621315,77,269,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Tiruchirappalli,639101,16,71,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Tiruchirappalli,621010,81,214,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Coimbatore,641002,59,239,coimbatore,coimbatore
01-07-2025,tamil nadu,Salem,636601,106,170,salem,salem
01-07-2025,tamil nadu,Coimbatore,642003,53,156,coimbatore,coimbatore
01-07-2025,tamil nadu,Salem,636115,146,342,salem,salem
01-07-2025,tamil nadu,Tiruchirappalli,621205,56,176,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Salem,636012,87,186,salem,salem
01-07-2025,tamil nadu,Coimbatore,641104,158,368,coimbatore,coimbatore
01-07-2025,tamil nadu,Salem,636204,31,138,salem,salem
01-07-2025,tamil nadu,Salem,636102,41,154,salem,salem
01-07-2025,tamil nadu,Tiruchirappalli,621601,77,244,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Salem,636111,84,174,salem,salem
01-07-2025,tamil nadu,Salem,636007,201,303,salem,salem
01-07-2025,tamil nadu,Coimbatore,641105,145,455,coimbatore,coimbatore
01-07-2025,tamil nadu,Coimbatore,641653,108,276,coimbatore,coimbatore
01-07-2025,tamil nadu,Coimbatore,641107,171,406,coimbatore,coimbatore
01-07-2025,tamil nadu,Coimbatore,641031,87,163,coimbatore,coimbatore
01-07-2025,tamil nadu,Salem,636008,289,596,salem,salem
01-07-2025,tamil nadu,Chennai,600112,53,141,chennai,chennai
01-07-2025,tamil nadu,Salem,637107,38,63,salem,salem
01-07-2025,tamil nadu,Salem,636453,75,254,salem,salem
01-07-2025,tamil nadu,Coimbatore,641305,67,182,coimbatore,coimbatore
01-07-2025,tamil nadu,Tiruchirappalli,621008,57,113,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Salem,636307,198,353,salem,salem
01-07-2025,tamil nadu,Chennai,600100,61,79,chennai,chennai
01-07-2025,tamil nadu,Coimbatore,641030,122,362,coimbatore,coimbatore
01-07-2025,tamil nadu,Tiruchirappalli,620012,133,715,tiruchirappalli,tiruchirappalli
01-07-2025,tamil nadu,Coimbatore,641015,103,215,coimbatore,coimbatore
01-07-2025,tamil nadu,Tiruchirappalli,621213,24,122,tiruchirappalli,tiruchirappalli
